image_2,image_1,rt,correct,type,VerbalScored,high_low_verbal,worker_id,trial_no_ptcp
cone,bone,1762.5,1,ortho,4.83,high_verbal,4ELANfYv,7
cone,bone,1527.7,1,ortho,4.833333333,high_verbal,4FubSY7J,38
cone,bone,1980.9,1,ortho,3.083333333,low_verbal,4KFmznfv,1
cone,bone,3350.4,0,ortho,1.33,low_verbal,5WF1GwNy,45
cone,bone,2204.8,1,ortho,4.5,high_verbal,79p4hVcb,44
cone,bone,3092.1,1,ortho,4.666666667,high_verbal,7eDZS0g9,14
cone,bone,1338.7,1,ortho,2.92,low_verbal,7rrmnKSW,21
cone,bone,1465.7,1,ortho,2.17,low_verbal,7rvMjiCW,14
cone,bone,3939.3,0,ortho,2.75,low_verbal,8yyEgSuX,29
cone,bone,1972,0,ortho,5,high_verbal,AvRdAeDp,45
cone,bone,1310,1,ortho,2.25,low_verbal,AZihdj82,8
cone,bone,1302.4,1,ortho,4.75,high_verbal,BfCux7Qy,26
cone,bone,1678.5,1,ortho,4.67,high_verbal,bj3SfFHq,23
cone,bone,1772.4,1,ortho,4.166667,high_verbal,c8Txd3Z5,53
cone,bone,1910,1,ortho,1,low_verbal,CPt18YMj,13
cone,bone,2780.8,1,ortho,2.916666667,low_verbal,Ds5BnIYz,37
cone,bone,1344.1,1,ortho,4.75,high_verbal,DuDDHkI9,42
cone,bone,1280.1,1,ortho,4.333333,high_verbal,duTSHxzu,49
cone,bone,1198.2,1,ortho,3.25,low_verbal,e3BB2RMg,25
cone,bone,1840,0,ortho,3.17,low_verbal,Ezm1v61p,32
cone,bone,1418,1,ortho,3,low_verbal,fbKqS6qy,13
cone,bone,1754.3,1,ortho,1.42,low_verbal,fX6rWWkd,14
cone,bone,1212.1,1,ortho,2.58,low_verbal,GJMX4RUC,32
cone,bone,1934,1,ortho,3,low_verbal,gmTxt8dp,10
cone,bone,1462.4,1,ortho,4.67,high_verbal,gY67hxD2,50
cone,bone,2010.8,1,ortho,2.42,low_verbal,HPiIXyO1,23
cone,bone,3570.1,0,ortho,2.833333333,low_verbal,hRiDYGB2,46
cone,bone,1376.8,1,ortho,4.58,high_verbal,hsk1bUWA,17
cone,bone,2637.4,1,ortho,4.75,high_verbal,IbadRTNw,36
cone,bone,1345,1,ortho,4.92,high_verbal,IGrNgFbi,5
cone,bone,1193.1,1,ortho,4.583333333,high_verbal,IMlP20yi,51
cone,bone,1126.5,1,ortho,1.92,low_verbal,JeMnPabT,27
cone,bone,1631,1,ortho,5,high_verbal,Ki4GHif7,34
cone,bone,977.6999998,1,ortho,4.5,high_verbal,KPfJRNRo,43
cone,bone,2327.9,1,ortho,2.58,low_verbal,lAeE5wTL,42
cone,bone,1770.6,1,ortho,4.67,high_verbal,lcQfoynH,36
cone,bone,1314.8,1,ortho,4.666667,high_verbal,LpHjkqKd,34
cone,bone,1714.5,1,ortho,1.08,low_verbal,LyXqRZhM,50
cone,bone,1584,1,ortho,5,high_verbal,m6nAacjH,53
cone,bone,1806.8,1,ortho,4.75,high_verbal,mHkNNA58,8
cone,bone,2285,1,ortho,2.666666667,low_verbal,mqvAJ91n,40
cone,bone,1290.9,1,ortho,1.75,low_verbal,mZqk099M,35
cone,bone,1909,1,ortho,4.666667,high_verbal,NCar5SZo,1
cone,bone,2598.6,1,ortho,4.75,high_verbal,NRFUWLZO,39
cone,bone,1230.3,1,ortho,3.083333333,low_verbal,NS1YHcvi,8
cone,bone,1914.2,1,ortho,1.92,low_verbal,Ny0Ml3uz,8
cone,bone,1722.5,1,ortho,2.5,low_verbal,OE580Gi8,39
cone,bone,1449.7,1,ortho,4.67,high_verbal,OHHIBcMJ,38
cone,bone,1192,1,ortho,2.916666667,low_verbal,OwZfp5qv,34
cone,bone,2440,1,ortho,2.916666667,low_verbal,ozMU0TCL,27
cone,bone,1552.1,1,ortho,4.916666667,high_verbal,Po8DLpvd,8
cone,bone,3364.5,1,ortho,4.333333,high_verbal,Ps3HVmAH,13
cone,bone,2149.5,0,ortho,1.5,low_verbal,pylKRwzb,46
cone,bone,2091.9,1,ortho,5,high_verbal,qFEgGDhX,31
cone,bone,2217.2,1,ortho,3,low_verbal,qkCSFiGm,10
cone,bone,1408.5,1,ortho,4.166667,high_verbal,qPOXJpNv,14
cone,bone,1843.6,1,ortho,4.416667,high_verbal,Qy5J1Mxs,33
cone,bone,2815,1,ortho,2.58,low_verbal,rdIExOr9,18
cone,bone,1057.6,1,ortho,4.166667,high_verbal,RHqN8QGm,52
cone,bone,1538.5,1,ortho,4.67,high_verbal,RlmJUu78,3
cone,bone,2112.4,1,ortho,4.25,high_verbal,sZLRQDIR,45
cone,bone,1811.5,1,ortho,2.33,low_verbal,TFWelN7f,41
cone,bone,1154.7,1,ortho,4.25,high_verbal,ts7nbQkN,36
cone,bone,1354.2,1,ortho,4.583333333,high_verbal,U8Rxi9rz,24
cone,bone,1163.8,1,ortho,1.67,low_verbal,UhCBWnbb,9
cone,bone,1118.6,1,ortho,2.17,low_verbal,vhsbIoXa,4
cone,bone,1604,0,ortho,2.83,low_verbal,VxHNyXXR,8
cone,bone,1414,0,ortho,2.67,low_verbal,wDmKNbjb,51
cone,bone,824.1,1,ortho,4.666666667,high_verbal,WewWn58j,37
cone,bone,1605.6,1,ortho,3,low_verbal,xa4C6HC1,19
cone,bone,1367,0,ortho,1.75,low_verbal,Xa9ISMwC,5
cone,bone,1800.7,1,ortho,2.58,low_verbal,xMXJBD7Y,15
cone,bone,1946,1,ortho,4.833333333,high_verbal,xnNpmgQR,12
cone,bone,1369.1,1,ortho,4.75,high_verbal,XTcCmXvP,28
cone,bone,1285.3,1,ortho,4.75,high_verbal,XWkUpOyp,34
cone,bone,3662.5,1,ortho,4.83,high_verbal,XxuTNyUr,49
cone,bone,1997,1,ortho,4.666666667,high_verbal,y1Ud0IvQ,51
cone,bone,1431.6,1,ortho,4.583333333,high_verbal,ycrZF9Ui,46
cone,bone,1092.9,1,ortho,4.833333333,high_verbal,yduNAfJN,26
cone,bone,1339.9,1,ortho,4.92,high_verbal,yI870PhA,14
cone,bone,2284,1,ortho,4.92,high_verbal,zfMwhrdi,44
cone,bone,1522.6,0,ortho,2.17,low_verbal,zzU1ectZ,31
crab,spoon,1626.1,1,NR,2.25,low_verbal,05Wo9IGy,11
crab,spoon,1638.2,1,NR,1.75,low_verbal,0CxunTLR,7
crab,spoon,873.5,1,NR,2.42,low_verbal,0EwA9ugv,27
crab,spoon,1318.8,1,NR,2.58,low_verbal,0X9nY8Ym,32
crab,spoon,3116,1,NR,2.833333333,low_verbal,1hM1LUCj,23
crab,spoon,1727.5,1,NR,4.166667,high_verbal,26Z3U4Qu,53
crab,spoon,3146,1,NR,3.083333333,low_verbal,2dXRa5Zq,38
crab,spoon,1883.1,1,NR,4.67,high_verbal,2Ie4vXKm,15
crab,spoon,1550.4,1,NR,1.83,low_verbal,3DHBLnqj,18
crab,spoon,1781.8,1,NR,4.92,high_verbal,3HwZ3aSO,53
crab,spoon,2355.3,1,NR,4.83,high_verbal,4ELANfYv,33
crab,spoon,1756.5,1,NR,4.833333333,high_verbal,4FubSY7J,8
crab,spoon,1501.6,1,NR,3.083333333,low_verbal,4KFmznfv,10
crab,spoon,1496.9,1,NR,1.33,low_verbal,5WF1GwNy,5
crab,spoon,1137.7,1,NR,4.5,high_verbal,79p4hVcb,42
crab,spoon,1423.3,1,NR,4.666666667,high_verbal,7eDZS0g9,27
crab,spoon,1190.1,1,NR,2.92,low_verbal,7rrmnKSW,17
crab,spoon,1390,1,NR,2.17,low_verbal,7rvMjiCW,48
crab,spoon,1106.5,1,NR,2.833333333,low_verbal,8Mnv01S8,23
crab,spoon,1945.6,1,NR,2.75,low_verbal,8yyEgSuX,10
crab,spoon,2326,1,NR,5,high_verbal,AvRdAeDp,17
crab,spoon,1002.7,1,NR,2.25,low_verbal,AZihdj82,13
crab,spoon,1315.700001,1,NR,4.75,high_verbal,BfCux7Qy,30
crab,spoon,1990.6,1,NR,4.67,high_verbal,bj3SfFHq,44
crab,spoon,1176.3,1,NR,4.166667,high_verbal,c8Txd3Z5,40
crab,spoon,1360,1,NR,1,low_verbal,CPt18YMj,30
crab,spoon,1236.9,1,NR,2.916666667,low_verbal,Ds5BnIYz,44
crab,spoon,2057.9,1,NR,4.75,high_verbal,DuDDHkI9,15
crab,spoon,1299.4,1,NR,4.333333,high_verbal,duTSHxzu,38
crab,spoon,1715.3,1,NR,3.25,low_verbal,e3BB2RMg,7
crab,spoon,1152,1,NR,3.17,low_verbal,Ezm1v61p,47
crab,spoon,2145,1,NR,3,low_verbal,fbKqS6qy,35
crab,spoon,1489.8,1,NR,1.42,low_verbal,fX6rWWkd,53
crab,spoon,989.4,1,NR,2.58,low_verbal,GJMX4RUC,7
crab,spoon,1416,1,NR,3,low_verbal,gmTxt8dp,14
crab,spoon,2070.6,1,NR,4.67,high_verbal,gY67hxD2,22
crab,spoon,2555.1,1,NR,2.42,low_verbal,HPiIXyO1,34
crab,spoon,2096.3,1,NR,2.833333333,low_verbal,hRiDYGB2,29
crab,spoon,1500.9,1,NR,4.58,high_verbal,hsk1bUWA,10
crab,spoon,1859.2,1,NR,4.75,high_verbal,IbadRTNw,43
crab,spoon,1759.7,1,NR,4.92,high_verbal,IGrNgFbi,6
crab,spoon,1875.6,1,NR,4.583333333,high_verbal,IMlP20yi,11
crab,spoon,977.2,1,NR,1.92,low_verbal,JeMnPabT,28
crab,spoon,1314,1,NR,5,high_verbal,Ki4GHif7,35
crab,spoon,1256.8,1,NR,4.5,high_verbal,KPfJRNRo,47
crab,spoon,2176.1,1,NR,2.58,low_verbal,lAeE5wTL,33
crab,spoon,1512.2,1,NR,4.67,high_verbal,lcQfoynH,51
crab,spoon,1265.2,1,NR,4.666667,high_verbal,LpHjkqKd,15
crab,spoon,1622.8,1,NR,1.08,low_verbal,LyXqRZhM,25
crab,spoon,1365,1,NR,5,high_verbal,m6nAacjH,1
crab,spoon,4042.8,1,NR,4.75,high_verbal,mHkNNA58,7
crab,spoon,1288,1,NR,2.666666667,low_verbal,mqvAJ91n,23
crab,spoon,1505.9,1,NR,1.75,low_verbal,mZqk099M,34
crab,spoon,1738,1,NR,4.666667,high_verbal,NCar5SZo,26
crab,spoon,2477.5,1,NR,4.75,high_verbal,NRFUWLZO,18
crab,spoon,2502.8,1,NR,3.083333333,low_verbal,NS1YHcvi,3
crab,spoon,1273.3,1,NR,1.92,low_verbal,Ny0Ml3uz,40
crab,spoon,1530.8,1,NR,2.5,low_verbal,OE580Gi8,51
crab,spoon,1182.9,1,NR,4.67,high_verbal,OHHIBcMJ,41
crab,spoon,1802,1,NR,2.916666667,low_verbal,OwZfp5qv,38
crab,spoon,1460,1,NR,2.916666667,low_verbal,ozMU0TCL,34
crab,spoon,2314.3,1,NR,4.916666667,high_verbal,Po8DLpvd,13
crab,spoon,1046.4,1,NR,4.333333,high_verbal,Ps3HVmAH,53
crab,spoon,1181.6,1,NR,1.5,low_verbal,pylKRwzb,24
crab,spoon,1129.9,1,NR,5,high_verbal,qFEgGDhX,17
crab,spoon,2400.8,1,NR,3,low_verbal,qkCSFiGm,50
crab,spoon,1426.7,1,NR,4.166667,high_verbal,qPOXJpNv,10
crab,spoon,1238.6,1,NR,4.416667,high_verbal,Qy5J1Mxs,16
crab,spoon,4046,1,NR,2.58,low_verbal,rdIExOr9,6
crab,spoon,878.2,1,NR,4.166667,high_verbal,RHqN8QGm,22
crab,spoon,1665.6,1,NR,4.67,high_verbal,RlmJUu78,31
crab,spoon,1728.4,1,NR,4.25,high_verbal,sZLRQDIR,46
crab,spoon,1587.3,1,NR,4.25,high_verbal,ts7nbQkN,14
crab,spoon,1244.8,1,NR,4.583333333,high_verbal,U8Rxi9rz,42
crab,spoon,1559.1,1,NR,1.67,low_verbal,UhCBWnbb,21
crab,spoon,1116.2,1,NR,2.17,low_verbal,vhsbIoXa,31
crab,spoon,1481,1,NR,2.83,low_verbal,VxHNyXXR,13
crab,spoon,1645.3,1,NR,2.67,low_verbal,wDmKNbjb,48
crab,spoon,1574.7,1,NR,4.666666667,high_verbal,WewWn58j,40
crab,spoon,1832.2,1,NR,3,low_verbal,xa4C6HC1,7
crab,spoon,1436.7,1,NR,1.75,low_verbal,Xa9ISMwC,36
crab,spoon,2390.9,1,NR,2.58,low_verbal,xMXJBD7Y,5
crab,spoon,2260,1,NR,4.833333333,high_verbal,xnNpmgQR,19
crab,spoon,1136.9,1,NR,4.75,high_verbal,XTcCmXvP,40
crab,spoon,1612,1,NR,4.75,high_verbal,XWkUpOyp,5
crab,spoon,1605.6,1,NR,4.83,high_verbal,XxuTNyUr,33
crab,spoon,1107,1,NR,4.666666667,high_verbal,y1Ud0IvQ,43
crab,spoon,897.4,1,NR,4.583333333,high_verbal,ycrZF9Ui,10
crab,spoon,1334.6,1,NR,4.833333333,high_verbal,yduNAfJN,17
crab,spoon,1599.2,1,NR,4.92,high_verbal,yI870PhA,29
crab,spoon,2368.2,1,NR,4.92,high_verbal,zfMwhrdi,31
crab,spoon,1866.4,1,NR,2.17,low_verbal,zzU1ectZ,3
crane,bear,4202.8,1,NR,2.25,low_verbal,05Wo9IGy,29
crane,train,2627.9,1,non-ortho,2.25,low_verbal,05Wo9IGy,35
crane,train,1995.8,1,non-ortho,1.75,low_verbal,0CxunTLR,16
crane,bear,1700.1,1,NR,1.75,low_verbal,0CxunTLR,31
crane,bear,1992.1,0,NR,2.42,low_verbal,0EwA9ugv,6
crane,train,1286.1,0,non-ortho,2.42,low_verbal,0EwA9ugv,10
crane,bear,2492.3,1,NR,2.58,low_verbal,0X9nY8Ym,7
crane,train,1523.4,1,non-ortho,2.58,low_verbal,0X9nY8Ym,20
crane,train,3548,0,non-ortho,2.833333333,low_verbal,1hM1LUCj,30
crane,bear,1151,1,NR,2.833333333,low_verbal,1hM1LUCj,52
crane,train,2169.1,0,non-ortho,4.166667,high_verbal,26Z3U4Qu,21
crane,bear,2007.1,1,NR,4.166667,high_verbal,26Z3U4Qu,22
crane,bear,3461.7,1,NR,3.083333333,low_verbal,2dXRa5Zq,16
crane,train,2126.7,1,non-ortho,3.083333333,low_verbal,2dXRa5Zq,45
crane,bear,2997.4,1,NR,4.67,high_verbal,2Ie4vXKm,3
crane,train,2940.3,0,non-ortho,4.67,high_verbal,2Ie4vXKm,12
crane,bear,2982.7,0,NR,1.83,low_verbal,3DHBLnqj,15
crane,train,2144.8,1,non-ortho,1.83,low_verbal,3DHBLnqj,43
crane,train,1853.8,0,non-ortho,4.92,high_verbal,3HwZ3aSO,29
crane,bear,1407.5,1,NR,4.92,high_verbal,3HwZ3aSO,52
crane,bear,1885.5,1,NR,4.83,high_verbal,4ELANfYv,2
crane,train,2374.9,1,non-ortho,4.83,high_verbal,4ELANfYv,16
crane,bear,3712.7,1,NR,4.833333333,high_verbal,4FubSY7J,44
crane,train,3713.7,0,non-ortho,4.833333333,high_verbal,4FubSY7J,53
crane,bear,3853,1,NR,3.083333333,low_verbal,4KFmznfv,20
crane,train,4789.1,0,non-ortho,3.083333333,low_verbal,4KFmznfv,23
crane,bear,2401.2,1,NR,1.33,low_verbal,5WF1GwNy,20
crane,train,2535,0,non-ortho,1.33,low_verbal,5WF1GwNy,35
crane,bear,4758.2,1,NR,4.5,high_verbal,79p4hVcb,10
crane,train,2098.9,0,non-ortho,4.5,high_verbal,79p4hVcb,20
crane,train,1872.5,1,non-ortho,4.666666667,high_verbal,7eDZS0g9,7
crane,bear,1437.6,1,NR,4.666666667,high_verbal,7eDZS0g9,13
crane,train,3219.3,0,non-ortho,2.92,low_verbal,7rrmnKSW,19
crane,bear,3151.8,1,NR,2.92,low_verbal,7rrmnKSW,32
crane,bear,2378.7,1,NR,2.17,low_verbal,7rvMjiCW,6
crane,train,1430,1,non-ortho,2.17,low_verbal,7rvMjiCW,37
crane,train,1940.9,0,non-ortho,2.833333333,low_verbal,8Mnv01S8,6
crane,bear,1456.7,1,NR,2.833333333,low_verbal,8Mnv01S8,52
crane,bear,1577.4,0,NR,2.75,low_verbal,8yyEgSuX,4
crane,train,3184.3,1,non-ortho,2.75,low_verbal,8yyEgSuX,8
crane,train,1377.9,0,non-ortho,5,high_verbal,AvRdAeDp,7
crane,bear,1702.7,1,NR,5,high_verbal,AvRdAeDp,16
crane,train,3000.8,0,non-ortho,2.25,low_verbal,AZihdj82,9
crane,bear,949.6,1,NR,2.25,low_verbal,AZihdj82,19
crane,bear,3722.400002,1,NR,4.75,high_verbal,BfCux7Qy,53
crane,train,1847.9,1,non-ortho,4.67,high_verbal,bj3SfFHq,21
crane,bear,1616.8,1,NR,4.67,high_verbal,bj3SfFHq,37
crane,bear,3659.2,1,NR,4.166667,high_verbal,c8Txd3Z5,42
crane,train,2464.2,1,non-ortho,4.166667,high_verbal,c8Txd3Z5,46
crane,bear,1689,1,NR,1,low_verbal,CPt18YMj,42
crane,train,2083,0,non-ortho,1,low_verbal,CPt18YMj,43
crane,train,1307.6,1,non-ortho,2.916666667,low_verbal,Ds5BnIYz,9
crane,bear,1468.8,1,NR,2.916666667,low_verbal,Ds5BnIYz,11
crane,bear,3375,1,NR,4.75,high_verbal,DuDDHkI9,5
crane,train,2219.9,0,non-ortho,4.75,high_verbal,DuDDHkI9,25
crane,bear,2370.6,1,NR,4.333333,high_verbal,duTSHxzu,16
crane,train,1985.9,0,non-ortho,4.333333,high_verbal,duTSHxzu,18
crane,train,1846.3,1,non-ortho,3.25,low_verbal,e3BB2RMg,10
crane,bear,1795.7,1,NR,3.25,low_verbal,e3BB2RMg,46
crane,train,2811,1,non-ortho,3.17,low_verbal,Ezm1v61p,17
crane,bear,2145,1,NR,3.17,low_verbal,Ezm1v61p,25
crane,train,2020,1,non-ortho,3,low_verbal,fbKqS6qy,29
crane,bear,1535,1,NR,3,low_verbal,fbKqS6qy,49
crane,bear,2571.5,1,NR,1.42,low_verbal,fX6rWWkd,5
crane,train,1733.9,0,non-ortho,1.42,low_verbal,fX6rWWkd,6
crane,bear,1284,1,NR,2.58,low_verbal,GJMX4RUC,52
crane,train,1954,1,non-ortho,3,low_verbal,gmTxt8dp,15
crane,bear,4904,1,NR,3,low_verbal,gmTxt8dp,16
crane,train,2708.1,1,non-ortho,4.67,high_verbal,gY67hxD2,17
crane,bear,1807.5,1,NR,4.67,high_verbal,gY67hxD2,38
crane,bear,4488,1,NR,2.42,low_verbal,HPiIXyO1,9
crane,train,1836.1,0,non-ortho,2.42,low_verbal,HPiIXyO1,42
crane,bear,2476.5,1,NR,2.833333333,low_verbal,hRiDYGB2,25
crane,train,1761.3,1,non-ortho,2.833333333,low_verbal,hRiDYGB2,32
crane,train,1678.3,1,non-ortho,4.58,high_verbal,hsk1bUWA,9
crane,bear,1048.5,1,NR,4.58,high_verbal,hsk1bUWA,32
crane,bear,1679.5,1,NR,4.75,high_verbal,IbadRTNw,15
crane,train,2158,0,non-ortho,4.75,high_verbal,IbadRTNw,48
crane,train,2584.1,1,non-ortho,4.92,high_verbal,IGrNgFbi,2
crane,bear,1572.1,1,NR,4.92,high_verbal,IGrNgFbi,25
crane,bear,2188.8,1,NR,4.583333333,high_verbal,IMlP20yi,34
crane,train,3059.7,1,non-ortho,4.583333333,high_verbal,IMlP20yi,39
crane,bear,1950.6,1,NR,1.92,low_verbal,JeMnPabT,10
crane,train,1709.3,1,non-ortho,1.92,low_verbal,JeMnPabT,21
crane,bear,1711,1,NR,5,high_verbal,Ki4GHif7,1
crane,train,2379,1,non-ortho,5,high_verbal,Ki4GHif7,33
crane,bear,2319.8,1,NR,4.5,high_verbal,KPfJRNRo,7
crane,train,2164.8,1,non-ortho,4.5,high_verbal,KPfJRNRo,20
crane,train,2789.3,1,non-ortho,2.58,low_verbal,lAeE5wTL,2
crane,bear,1952.3,1,NR,2.58,low_verbal,lAeE5wTL,10
crane,train,2914.2,0,non-ortho,4.67,high_verbal,lcQfoynH,15
crane,bear,2236.6,1,NR,4.67,high_verbal,lcQfoynH,34
crane,train,1971.6,1,non-ortho,4.666667,high_verbal,LpHjkqKd,18
crane,bear,1411.3,1,NR,4.666667,high_verbal,LpHjkqKd,39
crane,train,2677.7,0,non-ortho,1.08,low_verbal,LyXqRZhM,43
crane,bear,2392.5,1,NR,1.08,low_verbal,LyXqRZhM,53
crane,train,2510,1,non-ortho,5,high_verbal,m6nAacjH,13
crane,bear,1968,1,NR,5,high_verbal,m6nAacjH,48
crane,train,2152.3,1,non-ortho,4.75,high_verbal,mHkNNA58,13
crane,bear,1979.2,1,NR,4.75,high_verbal,mHkNNA58,26
crane,bear,4106,1,NR,2.666666667,low_verbal,mqvAJ91n,4
crane,train,2179,1,non-ortho,2.666666667,low_verbal,mqvAJ91n,30
crane,bear,3225.6,1,NR,1.75,low_verbal,mZqk099M,19
crane,train,2586,1,non-ortho,1.75,low_verbal,mZqk099M,28
crane,bear,4796,1,NR,4.666667,high_verbal,NCar5SZo,43
crane,train,2332,1,non-ortho,4.666667,high_verbal,NCar5SZo,50
crane,train,1833.1,1,non-ortho,4.75,high_verbal,NRFUWLZO,38
crane,bear,1699.7,1,NR,4.75,high_verbal,NRFUWLZO,43
crane,train,1931.6,1,non-ortho,3.083333333,low_verbal,NS1YHcvi,24
crane,bear,1880.2,1,NR,3.083333333,low_verbal,NS1YHcvi,53
crane,train,1415.7,1,non-ortho,1.92,low_verbal,Ny0Ml3uz,38
crane,bear,2474.2,0,NR,1.92,low_verbal,Ny0Ml3uz,48
crane,bear,2595.3,1,NR,2.5,low_verbal,OE580Gi8,42
crane,train,2131,1,non-ortho,2.5,low_verbal,OE580Gi8,50
crane,bear,1382.7,1,NR,4.67,high_verbal,OHHIBcMJ,18
crane,train,4009.2,0,non-ortho,4.67,high_verbal,OHHIBcMJ,35
crane,train,3008,1,non-ortho,2.916666667,low_verbal,OwZfp5qv,46
crane,bear,1824,1,NR,2.916666667,low_verbal,OwZfp5qv,50
crane,train,2582,0,non-ortho,2.916666667,low_verbal,ozMU0TCL,14
crane,bear,1619,1,NR,2.916666667,low_verbal,ozMU0TCL,23
crane,bear,3953.3,1,NR,4.916666667,high_verbal,Po8DLpvd,10
crane,train,3424.3,1,non-ortho,4.916666667,high_verbal,Po8DLpvd,41
crane,train,2244.6,0,non-ortho,4.333333,high_verbal,Ps3HVmAH,7
crane,bear,1055.8,1,NR,4.333333,high_verbal,Ps3HVmAH,45
crane,bear,499.1,1,NR,1.5,low_verbal,pylKRwzb,22
crane,train,2194.7,1,non-ortho,1.5,low_verbal,pylKRwzb,26
crane,bear,2223.8,1,NR,5,high_verbal,qFEgGDhX,10
crane,train,2188.9,0,non-ortho,5,high_verbal,qFEgGDhX,20
crane,train,3102.6,1,non-ortho,3,low_verbal,qkCSFiGm,22
crane,bear,1735.8,1,NR,3,low_verbal,qkCSFiGm,31
crane,train,1779.8,1,non-ortho,4.166667,high_verbal,qPOXJpNv,37
crane,bear,1844.3,1,NR,4.166667,high_verbal,qPOXJpNv,40
crane,train,2444.2,0,non-ortho,4.416667,high_verbal,Qy5J1Mxs,10
crane,bear,3010.6,1,NR,4.416667,high_verbal,Qy5J1Mxs,17
crane,bear,2433,1,NR,2.58,low_verbal,rdIExOr9,14
crane,train,2592,0,non-ortho,2.58,low_verbal,rdIExOr9,27
crane,train,1302.7,1,non-ortho,4.166667,high_verbal,RHqN8QGm,36
crane,bear,914.6,1,NR,4.166667,high_verbal,RHqN8QGm,42
crane,train,1906.9,0,non-ortho,4.67,high_verbal,RlmJUu78,30
crane,bear,1626.2,1,NR,4.67,high_verbal,RlmJUu78,34
crane,train,2306.3,1,non-ortho,4.25,high_verbal,sZLRQDIR,18
crane,bear,1556.1,1,NR,4.25,high_verbal,sZLRQDIR,44
crane,train,2584.1,1,non-ortho,2.33,low_verbal,TFWelN7f,14
crane,bear,2207,1,NR,2.33,low_verbal,TFWelN7f,32
crane,train,2074,0,non-ortho,4.25,high_verbal,ts7nbQkN,39
crane,bear,1868.3,1,NR,4.25,high_verbal,ts7nbQkN,45
crane,train,1890,0,non-ortho,4.583333333,high_verbal,U8Rxi9rz,5
crane,bear,1545.7,1,NR,4.583333333,high_verbal,U8Rxi9rz,53
crane,bear,2067.7,1,NR,1.67,low_verbal,UhCBWnbb,34
crane,train,1982,0,non-ortho,1.67,low_verbal,UhCBWnbb,46
crane,bear,4514.6,1,NR,2.17,low_verbal,vhsbIoXa,39
crane,train,1659.9,1,non-ortho,2.17,low_verbal,vhsbIoXa,43
crane,train,2068,1,non-ortho,2.83,low_verbal,VxHNyXXR,25
crane,bear,2032,1,NR,2.83,low_verbal,VxHNyXXR,38
crane,train,780.3999996,1,non-ortho,2.67,low_verbal,wDmKNbjb,25
crane,bear,1823.9,0,NR,2.67,low_verbal,wDmKNbjb,52
crane,bear,1525.9,1,NR,4.666666667,high_verbal,WewWn58j,13
crane,train,1363.3,1,non-ortho,4.666666667,high_verbal,WewWn58j,19
crane,train,2908.7,0,non-ortho,3,low_verbal,xa4C6HC1,25
crane,bear,3629.4,1,NR,3,low_verbal,xa4C6HC1,29
crane,train,2106.4,0,non-ortho,1.75,low_verbal,Xa9ISMwC,16
crane,bear,1833.2,1,NR,1.75,low_verbal,Xa9ISMwC,35
crane,bear,2067.7,1,NR,2.58,low_verbal,xMXJBD7Y,35
crane,train,1600.4,1,non-ortho,2.58,low_verbal,xMXJBD7Y,47
crane,bear,3217,1,NR,4.833333333,high_verbal,xnNpmgQR,14
crane,train,1944,1,non-ortho,4.833333333,high_verbal,xnNpmgQR,31
crane,bear,1899.400001,0,NR,4.75,high_verbal,XTcCmXvP,2
crane,train,1429.599999,1,non-ortho,4.75,high_verbal,XTcCmXvP,41
crane,train,1851.6,1,non-ortho,4.75,high_verbal,XWkUpOyp,25
crane,train,3959.3,1,non-ortho,4.83,high_verbal,XxuTNyUr,28
crane,bear,2186.4,1,NR,4.83,high_verbal,XxuTNyUr,40
crane,train,1757,1,non-ortho,4.666666667,high_verbal,y1Ud0IvQ,1
crane,bear,1365,1,NR,4.666666667,high_verbal,y1Ud0IvQ,23
crane,train,1040.3,1,non-ortho,4.583333333,high_verbal,ycrZF9Ui,6
crane,bear,1515.3,1,NR,4.583333333,high_verbal,ycrZF9Ui,8
crane,bear,1732.7,1,NR,4.833333333,high_verbal,yduNAfJN,11
crane,train,1768.5,1,non-ortho,4.833333333,high_verbal,yduNAfJN,22
crane,train,2080.2,1,non-ortho,4.92,high_verbal,yI870PhA,20
crane,bear,1837.6,1,NR,4.92,high_verbal,yI870PhA,42
crane,train,3174.1,1,non-ortho,4.92,high_verbal,zfMwhrdi,22
crane,bear,3832.3,1,NR,4.92,high_verbal,zfMwhrdi,26
crane,bear,1934.7,1,NR,2.17,low_verbal,zzU1ectZ,21
crane,train,2247.1,1,non-ortho,2.17,low_verbal,zzU1ectZ,23
door,tree,1656.6,1,NR,2.25,low_verbal,05Wo9IGy,8
door,drawer,2385.5,1,non-ortho,2.25,low_verbal,05Wo9IGy,38
door,drawer,2336.6,0,non-ortho,1.75,low_verbal,0CxunTLR,10
door,tree,1651.7,1,NR,1.75,low_verbal,0CxunTLR,20
door,drawer,1731.6,1,non-ortho,2.42,low_verbal,0EwA9ugv,17
door,tree,1352.4,0,NR,2.42,low_verbal,0EwA9ugv,40
door,tree,1707.5,1,NR,2.58,low_verbal,0X9nY8Ym,26
door,drawer,2506.4,0,non-ortho,2.58,low_verbal,0X9nY8Ym,53
door,drawer,2526,0,non-ortho,2.833333333,low_verbal,1hM1LUCj,8
door,tree,2318,1,NR,2.833333333,low_verbal,1hM1LUCj,46
door,drawer,1605.3,1,non-ortho,4.166667,high_verbal,26Z3U4Qu,15
door,tree,1445.5,1,NR,4.166667,high_verbal,26Z3U4Qu,24
